ds,yhat,yhat_lower,yhat_upper
2014-01-31,7931.36131973325,2671.2855266797123,13591.219147579914
2014-02-28,2841.236598757301,0.0,8143.347681735616
2014-03-31,8152.102461810003,2354.0789256143207,13626.117624258895
2014-04-30,6306.415929491722,738.8308124554547,11973.755999050061
2014-05-31,7082.708112182867,1495.1620910727154,13210.350127486183
2014-06-30,6421.1629026730025,1229.5853509257531,12294.181389493962
2014-07-31,6620.309217152563,1338.478010884332,11841.415514273383
2014-08-31,6021.99858480258,322.673715832693,11967.099154282236
2014-09-30,15802.920525562848,10446.711364623945,21342.572016745216
2014-10-31,9553.227565617208,3854.0123416394363,15308.78284482469
2014-11-30,15227.50782997257,9476.131547077555,20679.86395825331
2014-12-31,15105.544942927409,9695.855214062585,20855.420933807854
2015-01-31,7065.653950857248,1299.598106388215,12842.392717302757
2015-02-28,5133.063647176969,0.0,10691.367573410846
2015-03-31,8187.106325026893,2713.738251959917,13852.167921791719
2015-04-30,8900.890091564484,3569.938507445,14505.949714227287
2015-05-31,7016.565849889239,1933.7080675506909,12172.445789396044
2015-06-30,6535.683367845956,1091.586581921947,12066.190398133613
2015-07-31,7469.868490992256,1760.3652746393936,13017.206873321531
2015-08-31,8001.197749051892,2465.050952167055,13530.154864848177
2015-09-30,18591.421792588117,12791.930170115194,23879.76073093824
2015-10-31,7606.50322045739,1801.5521029151823,13179.846765636192
2015-11-30,20274.0585390527,15003.826855317126,25665.26778364832
2015-12-31,16772.716639548267,11333.621779524967,22224.280507370673
2016-01-31,5704.74721221078,190.3679548747642,11003.555162155006
2016-02-29,0.0,0.0,4702.624925147836
2016-03-31,12972.343993471548,7520.049434028779,18452.499756873454
2016-04-30,4197.253485711375,0.0,9949.286798025676
2016-05-31,11279.170515999775,5655.002661135678,16937.893945873566
2016-06-30,9938.359830184792,4355.2621034857375,15568.523280564934
2016-07-31,8622.316850077463,3356.908497358165,14477.253718631637
2016-08-31,5043.721750402335,0.0,10683.064500146738
2016-09-30,18252.302092810995,12818.722568248853,23935.511011442974
2016-10-31,19257.006255525852,13538.979314752629,24899.885871704853
2016-11-30,12393.782840983471,6982.75251143412,17837.811602554764
2016-12-31,19372.169249951992,13725.70267798184,24831.226425870133
2017-01-31,13921.24972303082,8400.184985375385,19361.545392470554
2017-02-28,1725.5622051591058,0.0,7000.872484788581
2017-03-31,13011.914367258707,7172.220661529836,18352.036029089886
2017-04-30,6811.427490062904,1486.186893160753,12274.40927882373
2017-05-31,11283.330897093896,6115.578278753238,16897.69241124137
2017-06-30,10023.231202364514,4784.562685716448,15666.084835882057
2017-07-31,9403.53234396132,3975.5126640336707,15092.578549082911
2017-08-31,6999.639001047093,1621.3940815800038,13115.950501832003
2017-09-30,21149.154841378753,15213.765671965239,26503.035189373568
2017-10-31,17265.645526615754,11466.883359825024,22649.809108576876
2017-11-30,17387.6407103195,11588.418319392029,23091.296187268235
2017-12-31,21162.19854023828,15641.648997317434,26982.81208124551
2018-01-31,12531.108365491094,6457.281921768001,18206.112466802428
2018-02-28,4470.88242899549,0.0,9391.29183966456
2018-03-31,12771.676328246649,7328.114172058238,18280.826192200533
2018-04-30,9838.98469179052,4238.319272277108,15337.118281678078
2018-05-31,11003.519583262409,5512.122160132885,16652.46255551653
2018-06-30,9935.808211233822,4255.427384780896,15547.812089114497
